Model year,Make,Vehicle class,Engine size (L),Cylinders,Transmission,Number of gears,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),CO2 emissions (g/km)
2021,Lexus,Subcompact,5.0,8,AS,10,Premium gasoline,15.1,9.6,12.6,294
2021,Lexus,Minicompact,5.0,8,AS,10,Premium gasoline,16.0,9.5,13.0,304
2021,Lexus,Subcompact,3.5,6,AV,10,Premium gasoline,9.0,7.1,8.1,189
2021,Lexus,Mid-size,3.5,6,AS,10,Premium gasoline,13.8,8.7,11.1,269
2021,Lexus,Mid-size,3.5,6,AV,10,Premium gasoline,10.1,8.1,9.2,213
2021,Lexus,Sport utility vehicle,5.7,8,AS,8,Premium gasoline,19.2,14.3,16.9,395
2021,Lexus,Sport utility vehicle,2.0,4,AS,6,Premium gasoline,10.7,8.5,9.7,226
2021,Lexus,Sport utility vehicle,2.0,4,AS,6,Premium gasoline,10.8,8.9,9.9,232
2021,Lexus,Sport utility vehicle,2.5,4,AV,6,Regular gasoline,7.2,7.9,7.5,175
2021,Lexus,Subcompact,3.5,6,AS,6,Premium gasoline,12.2,9.0,10.8,253
2021,Lexus,Subcompact,3.5,6,AS,6,Premium gasoline,12.2,9.0,10.8,253
2021,Lexus,Subcompact,5.0,8,AS,8,Premium gasoline,14.4,9.6,12.2,285
2021,Lexus,Sport utility vehicle,3.5,6,AS,8,Regular gasoline,12.2,9.0,10.8,252
2021,Lexus,Sport utility vehicle,3.5,6,AS,8,Regular gasoline,13.1,9.4,11.1,268
2021,Lexus,Sport utility vehicle,3.5,6,AV,6,Premium gasoline,7.5,8.4,7.9,185
2021,Lexus,Sport utility vehicle,3.5,6,AV,6,Premium gasoline,8.1,8.4,8.1,190
2021,Lexus,Mid-size,2.0,4,AS,10,Regular gasoline,8.0,6.3,7.2,168
2021,Lexus,Compact,2.0,4,AV,6,Regular gasoline,5.5,5.7,5.6,130
2021,Lexus,Compact,2.0,4,AV,6,Regular gasoline,5.7,6.2,6.0,140
2021,Lincoln,Sport utility vehicle,3.0,6,AS,10,Regular gasoline,13.7,9.7,11.9,280
2021,Lincoln,Sport utility vehicle,2.0,4,AS,8,Regular gasoline,11.1,8.1,9.8,229
2021,Lincoln,Sport utility vehicle,2.3,4,AS,8,Regular gasoline,11.1,8.3,9.9,232
2021,Lincoln,Sport utility vehicle,2.0,4,A,8,Regular gasoline,12.0,9.6,10.7,252
2021,Lincoln,Sport utility vehicle,2.0,4,AS,8,Regular gasoline,12.0,9.6,10.7,252
2021,Lincoln,Sport utility vehicle,2.7,6,AS,8,Regular gasoline,12.6,9.3,11.1,262
2021,Lincoln,Sport utility vehicle,3.5,6,AS,10,Regular gasoline,15.0,11.5,13.5,316
2021,Maserati,Mid-size,3.0,6,A,8,Premium gasoline,13.8,9.5,11.9,277
2021,Maserati,Mid-size,3.0,6,A,8,Premium gasoline,13.8,9.5,11.9,277
2021,Maserati,Mid-size,3.0,6,A,8,Premium gasoline,14.8,9.8,12.6,293
2021,Maserati,Mid-size,3.8,8,A,8,Premium gasoline,17.4,11.9,14.9,348
2021,Maserati,Sport utility vehicle,3.0,6,A,8,Premium gasoline,15.1,10.9,13.2,308
2021,Maserati,Sport utility vehicle,3.0,6,A,8,Premium gasoline,15.1,10.9,13.2,308
2021,Maserati,Sport utility vehicle,3.8,8,A,8,Premium gasoline,17.4,12.0,15.0,349
2021,Maserati,Sport utility vehicle,3.8,8,A,8,Premium gasoline,17.4,12.0,15.0,349
2021,Maserati,Full-size,3.0,6,A,8,Premium gasoline,14.6,9.9,12.5,291
2021,Maserati,Full-size,3.0,6,A,8,Premium gasoline,14.8,9.8,12.6,293
2021,Maserati,Full-size,3.8,8,A,8,Premium gasoline,17.4,11.9,14.9,348
2021,Mazda,Compact,2.0,4,AS,6,Regular gasoline,8.3,6.9,7.7,179
2021,Mazda,Compact,2.0,4,M,6,Regular gasoline,8.8,7.0,8.0,186
2021,Mazda,Compact,2.0,4,AS,6,Regular gasoline,8.6,7.4,8.1,189
2021,Mazda,Sport utility vehicle,2.0,4,AS,6,Regular gasoline,8.9,7.1,8.1,189
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,9.3,7.1,8.3,194
2021,Mazda,Sport utility vehicle,2.0,4,AS,6,Regular gasoline,9.4,7.7,8.6,202
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,9.9,7.7,8.9,208
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,10.5,7.9,9.3,220
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,9.7,7.8,8.8,206
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,9.3,7.6,8.5,201
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,10.2,8.2,9.3,217
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,9.8,7.9,9.0,209
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,10.8,8.7,9.8,230
2021,Mazda,Sport utility vehicle,2.5,4,AS,6,Regular gasoline,11.6,9.1,10.5,244
2021,Mazda,Compact,2.0,4,AS,6,Regular gasoline,8.4,6.6,7.6,178
2021,Mazda,Compact,2.0,4,M,6,Regular gasoline,8.7,6.4,7.7,180
2021,Mazda,Compact,2.5,4,AS,6,Regular gasoline,8.9,6.5,7.8,184
2021,Mazda,Compact,2.5,4,AS,6,Regular gasoline,9.3,7.0,8.2,193
2021,Mazda,Compact,2.5,4,AS,6,Regular gasoline,10.1,7.3,8.8,207
2021,Mazda,Mid-size,2.0,4,AS,6,Regular gasoline,8.6,6.7,7.7,181
2021,Mazda,Mid-size,2.0,4,M,6,Regular gasoline,8.7,6.6,7.8,181
2021,Mazda,Mid-size,2.5,4,AS,6,Regular gasoline,9.2,6.9,8.1,190
2021,Mazda,Mid-size,2.5,4,M,6,Regular gasoline,9.5,7.0,8.4,197
2021,Mazda,Mid-size,2.5,4,AS,6,Regular gasoline,9.5,7.4,8.5,200
2021,Mazda,Mid-size,2.5,4,AS,6,Regular gasoline,10.1,7.5,8.9,209
2021,Mazda,Mid-size,2.5,4,AS,6,Regular gasoline,9.1,6.7,8.0,187
2021,Mazda,Mid-size,2.5,4,AS,6,Regular gasoline,10.0,7.5,8.9,208
2021,Mazda,Two-seater,2.0,4,AS,6,Premium gasoline,9.0,6.6,7.9,186
2021,Mazda,Two-seater,2.0,4,M,6,Premium gasoline,9.0,7.0,8.1,189
2021,Mercedes-Benz,Subcompact,2.0,4,AM,7,Premium gasoline,9.6,6.9,8.4,197
2021,Mercedes-Benz,Station wagon,2.0,4,AM,7,Premium gasoline,9.4,6.8,8.2,193
2021,Mercedes-Benz,Subcompact,2.0,4,AM,7,Premium gasoline,10.7,8.2,9.5,224
2021,Mercedes-Benz,Station wagon,2.0,4,AM,7,Premium gasoline,10.6,8.2,9.5,224
2021,Mercedes-Benz,Compact,3.0,6,A,9,Premium gasoline,13.4,8.7,11.3,266
2021,Mercedes-Benz,Subcompact,3.0,6,A,9,Premium gasoline,12.3,8.7,10.7,251
2021,Mercedes-Benz,Subcompact,3.0,6,A,9,Premium gasoline,12.5,8.8,10.8,254
2021,Mercedes-Benz,Station wagon,3.0,6,A,9,Premium gasoline,12.3,8.5,10.6,249
2021,Mercedes-Benz,Compact,4.0,8,A,9,Premium gasoline,13.5,8.9,11.4,269
2021,Mercedes-Benz,Compact,4.0,8,A,9,Premium gasoline,13.5,8.9,11.4,269
2021,Mercedes-Benz,Subcompact,4.0,8,A,9,Premium gasoline,13.9,9.6,12.0,281
2021,Mercedes-Benz,Subcompact,4.0,8,A,9,Premium gasoline,13.7,9.1,11.6,273
2021,Mercedes-Benz,Compact,2.0,4,AM,7,Premium gasoline,10.7,8.2,9.5,224
2021,Mercedes-Benz,Compact,2.0,4,AM,8,Premium gasoline,12.0,8.2,10.3,242
2021,Mercedes-Benz,Compact,3.0,6,A,9,Premium gasoline,11.3,9.0,10.3,242
2021,Mercedes-Benz,Mid-size,3.0,6,A,9,Premium gasoline,10.7,8.2,9.5,225
2021,Mercedes-Benz,Subcompact,3.0,6,A,9,Premium gasoline,11.3,8.8,10.2,239
2021,Mercedes-Benz,Subcompact,3.0,6,A,9,Premium gasoline,11.2,8.5,10.0,235
2021,Mercedes-Benz,Station wagon,3.0,6,A,9,Premium gasoline,11.3,8.7,10.1,238
2021,Mercedes-Benz,Mid-size,4.0,8,A,9,Premium gasoline,15.0,10.1,12.8,301
2021,Mercedes-Benz,Station wagon,4.0,8,A,9,Premium gasoline,14.7,10.4,12.8,300
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,18.6,15.5,17.2,396
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,AM,8,Premium gasoline,10.4,8.1,9.4,219
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,AM,8,Premium gasoline,11.6,8.8,10.4,243
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,AM,8,Premium gasoline,11.1,8.9,10.1,237
2021,Mercedes-Benz,Sport utility vehicle,3.0,6,A,9,Premium gasoline,13.1,9.6,11.6,272
2021,Mercedes-Benz,Sport utility vehicle,3.0,6,A,9,Premium gasoline,13.5,9.6,11.7,277
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,15.7,10.9,13.5,319
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,15.2,10.8,13.2,311
2021,Mercedes-Benz,Sport utility vehicle,3.0,6,A,9,Premium gasoline,13.2,10.8,12.1,285
2021,Mercedes-Benz,Sport utility vehicle,3.0,6,A,9,Premium gasoline,12.7,10.4,11.7,273
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,16.2,12.5,14.5,340
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,16.3,12.8,14.7,347
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,16.3,12.9,14.8,347
2021,Mercedes-Benz,Compact,3.0,6,A,9,Premium gasoline,11.9,9.6,10.9,255
2021,Mercedes-Benz,Compact,4.0,8,A,9,Premium gasoline,15.6,11.5,13.7,322
2021,Mercedes-Benz,Compact,4.0,8,A,9,Premium gasoline,15.1,11.1,13.3,312
2021,Mercedes-Benz,Two-seater,4.0,8,AM,7,Premium gasoline,15.6,12.0,13.9,328
2021,Mercedes-Benz,Two-seater,4.0,8,AM,7,Premium gasoline,15.9,12.1,14.2,332
2021,Mercedes-Benz,Two-seater,4.0,8,AM,7,Premium gasoline,15.8,12.0,14.1,330
2021,Mercedes-Benz,Two-seater,4.0,8,AM,7,Premium gasoline,16.4,12.0,14.4,339
2021,Mercedes-Benz,Subcompact,4.0,8,A,9,Premium gasoline,16.3,10.0,13.5,317
2021,Mercedes-Benz,Compact,4.0,8,A,9,Premium gasoline,15.1,9.2,12.4,293
2021,Mercedes-Benz,Compact,2.0,4,A,9,Premium gasoline,10.1,7.1,8.7,204
2021,Mercedes-Benz,Subcompact,2.0,4,A,9,Premium gasoline,10.8,7.9,9.5,223
2021,Mercedes-Benz,Subcompact,2.0,4,A,9,Premium gasoline,10.2,7.4,9.0,210
2021,Mercedes-Benz,Station wagon,2.0,4,A,9,Premium gasoline,10.5,7.5,9.1,214
2021,Mercedes-Benz,Compact,2.0,4,AM,7,Premium gasoline,9.8,7.1,8.6,201
2021,Mercedes-Benz,Compact,3.0,6,A,9,Premium gasoline,10.5,8.1,9.4,222
2021,Mercedes-Benz,Mid-size,2.0,4,A,9,Premium gasoline,10.7,7.8,9.4,221
2021,Mercedes-Benz,Mid-size,3.0,6,A,9,Premium gasoline,10.4,7.8,9.2,217
2021,Mercedes-Benz,Subcompact,3.0,6,A,9,Premium gasoline,10.4,8.0,9.3,219
2021,Mercedes-Benz,Subcompact,3.0,6,A,9,Premium gasoline,10.3,7.9,9.3,218
2021,Mercedes-Benz,Station wagon,3.0,6,A,9,Premium gasoline,10.6,8.4,9.6,226
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,13.6,12.4,13.1,307
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,AM,8,Premium gasoline,9.8,7.2,8.7,203
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,AM,8,Premium gasoline,10.3,7.8,9.2,216
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,A,9,Premium gasoline,11.3,8.5,10.0,235
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,A,9,Premium gasoline,10.6,8.4,9.6,226
2021,Mercedes-Benz,Sport utility vehicle,2.0,4,A,9,Premium gasoline,12.4,9.0,10.8,254
2021,Mercedes-Benz,Sport utility vehicle,3.0,6,A,9,Premium gasoline,11.4,9.2,10.4,244
2021,Mercedes-Benz,Sport utility vehicle,3.0,6,A,9,Premium gasoline,12.0,9.8,11.0,257
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,14.5,11.2,13.0,305
2021,Mercedes-Benz,Sport utility vehicle,4.0,8,A,9,Premium gasoline,16.6,12.5,14.8,346
2021,Mercedes-Benz,Full-size,4.0,8,A,9,Premium gasoline,15.5,9.8,12.9,301
2021,Mercedes-Benz,Special purpose vehicle,2.0,4,A,9,Premium gasoline,12.6,10.0,11.5,268
2021,Mercedes-Benz,Special purpose vehicle,2.0,4,A,9,Premium gasoline,12.6,10.0,11.5,268
2021,Mercedes-Benz,Special purpose vehicle,2.0,4,A,9,Premium gasoline,13.3,10.8,12.2,284
2021,Mercedes-Benz,Full-size,3.0,6,A,9,Premium gasoline,11.3,8.0,9.8,230
2021,Mercedes-Benz,Subcompact,4.0,8,A,9,Premium gasoline,14.5,9.0,12.0,282
2021,Mercedes-Benz,Compact,4.0,8,A,9,Premium gasoline,14.5,9.0,12.0,282
2021,Mercedes-Benz,Full-size,4.0,8,A,9,Premium gasoline,14.4,9.4,12.2,285
2021,MINI,Subcompact,1.5,3,AM,7,Premium gasoline,8.4,6.5,7.5,176
2021,MINI,Subcompact,1.5,3,M,6,Premium gasoline,8.8,6.4,7.7,180
2021,MINI,Subcompact,1.5,3,AM,7,Premium gasoline,8.4,6.5,7.5,176
2021,MINI,Subcompact,1.5,3,M,6,Premium gasoline,8.8,6.4,7.7,180
2021,MINI,Mid-size,1.5,3,AS,8,Premium gasoline,9.7,7.0,8.5,198
2021,MINI,Minicompact,1.5,3,AM,7,Premium gasoline,8.4,6.5,7.5,176
2021,MINI,Minicompact,1.5,3,M,6,Premium gasoline,8.8,6.4,7.7,180
2021,MINI,Mid-size,1.5,3,AS,8,Premium gasoline,10.0,7.4,8.8,206
2021,MINI,Subcompact,2.0,4,AM,7,Premium gasoline,8.9,6.6,7.9,184
2021,MINI,Subcompact,2.0,4,M,6,Premium gasoline,10.2,7.1,8.8,206
2021,MINI,Subcompact,2.0,4,AM,7,Premium gasoline,8.9,6.6,7.9,184
2021,MINI,Subcompact,2.0,4,M,6,Premium gasoline,10.2,7.1,8.8,206
2021,MINI,Mid-size,2.0,4,AS,8,Premium gasoline,10.1,7.4,8.9,207
2021,MINI,Minicompact,2.0,4,AM,7,Premium gasoline,9.1,6.9,8.1,191
2021,MINI,Minicompact,2.0,4,M,6,Premium gasoline,10.3,7.3,9.0,209
2021,MINI,Mid-size,2.0,4,AS,8,Premium gasoline,10.4,7.5,9.1,212
2021,MINI,Subcompact,2.0,4,AS,8,Premium gasoline,9.2,6.9,8.1,190
2021,MINI,Subcompact,2.0,4,M,6,Premium gasoline,10.2,7.1,8.8,206
2021,MINI,Mid-size,2.0,4,AS,8,Premium gasoline,10.1,7.6,9.0,210
2021,MINI,Minicompact,2.0,4,AS,8,Premium gasoline,9.4,7.1,8.3,194
2021,MINI,Mid-size,2.0,4,AS,8,Premium gasoline,10.0,7.8,9.0,210
2021,MINI,Subcompact,2.0,4,AS,8,Premium gasoline,9.9,7.8,8.9,208
2021,Mitsubishi,Compact,1.2,3,M,5,Regular gasoline,7.1,5.8,6.5,151
2021,Mitsubishi,Sport utility vehicle,2.0,4,AV,6,Regular gasoline,9.7,7.8,8.8,206
2021,Mitsubishi,Sport utility vehicle,2.0,4,AV,6,Regular gasoline,10.1,8.2,9.2,213
2021,Mitsubishi,Sport utility vehicle,2.4,4,AV,6,Regular gasoline,10.3,8.3,9.4,218
2021,Nissan,Sport utility vehicle,5.6,8,AS,7,Premium gasoline,17.5,12.9,15.4,362
2021,Nissan,Subcompact,3.8,6,AM,6,Premium gasoline,14.4,10.9,12.8,300
2021,Nissan,Mid-size,3.5,6,AV,7,Premium gasoline,11.6,7.9,9.9,233
2021,Nissan,Station wagon,3.5,6,AV,7,Regular gasoline,11.7,8.3,10.2,240
2021,Nissan,Station wagon,3.5,6,AV,7,Regular gasoline,12.0,8.5,10.4,245
2021,Nissan,Station wagon,2.0,4,AV,8,Regular gasoline,8.8,7.3,8.1,191
2021,Nissan,Station wagon,2.0,4,M,6,Regular gasoline,9.9,8.0,9.0,212
2021,Nissan,Station wagon,2.0,4,AV,8,Regular gasoline,9.0,7.6,8.4,197
2021,Nissan,Sport utility vehicle,2.5,4,AV,8,Regular gasoline,8.9,7.0,8.1,189
2021,Nissan,Sport utility vehicle,2.5,4,AV,8,Regular gasoline,9.2,7.2,8.3,195
2021,Nissan,Mid-size,2.0,4,M,6,Regular gasoline,9.3,6.3,8.0,187
2021,Nissan,Mid-size,2.0,4,M,6,Regular gasoline,9.4,6.5,8.1,190
2021,Nissan,Pickup truck,5.6,8,AS,9,Premium gasoline,15.2,11.1,13.4,314
2021,Nissan,Pickup truck,5.6,8,AS,9,Premium gasoline,15.4,11.4,13.6,321
2021,Nissan,Compact,1.6,4,M,5,Regular gasoline,8.6,6.7,7.7,181
2021,Porsche,Two-seater,2.0,4,AM,7,Premium gasoline,11.0,8.7,10.0,233
2021,Porsche,Two-seater,2.0,4,M,6,Premium gasoline,11.7,8.9,10.5,245
2021,Porsche,Two-seater,2.0,4,AM,7,Premium gasoline,11.2,8.7,10.1,236
2021,Porsche,Two-seater,2.0,4,M,6,Premium gasoline,11.7,8.9,10.5,245
2021,Porsche,Two-seater,2.5,4,AM,7,Premium gasoline,12.2,9.2,10.9,255
2021,Porsche,Two-seater,2.5,4,M,6,Premium gasoline,12.5,9.6,11.2,263
2021,Porsche,Two-seater,4.0,6,AM,7,Premium gasoline,12.3,9.8,11.1,260
2021,Porsche,Two-seater,4.0,6,M,6,Premium gasoline,14.0,10.0,12.2,284
2021,Porsche,Two-seater,2.0,4,AM,7,Premium gasoline,11.0,8.7,10.0,233
2021,Porsche,Two-seater,2.0,4,M,6,Premium gasoline,11.7,8.9,10.5,245
2021,Porsche,Two-seater,2.0,4,AM,7,Premium gasoline,11.2,8.7,10.1,236
2021,Porsche,Two-seater,2.0,4,M,6,Premium gasoline,11.7,8.9,10.5,245
2021,Porsche,Two-seater,2.5,4,AM,7,Premium gasoline,12.2,9.2,10.9,255
2021,Porsche,Two-seater,2.5,4,M,6,Premium gasoline,12.5,9.6,11.2,263
2021,Porsche,Two-seater,4.0,6,AM,7,Premium gasoline,12.3,9.8,11.1,260
2021,Porsche,Two-seater,4.0,6,M,6,Premium gasoline,14.0,10.0,12.2,284
2021,Porsche,Two-seater,4.0,6,AM,7,Premium gasoline,13.0,9.9,11.6,271
2021,Porsche,Two-seater,4.0,6,M,6,Premium gasoline,14.0,10.1,12.2,286
2021,Porsche,Two-seater,4.0,6,AM,7,Premium gasoline,13.0,9.9,11.6,271
2021,Porsche,Two-seater,4.0,6,M,6,Premium gasoline,14.0,10.1,12.2,286
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,13.1,9.8,11.6,275
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,13.1,9.8,11.6,275
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,13.1,9.8,11.6,275
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,13.1,9.7,11.6,275
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,12.9,10.2,11.7,274
2021,Porsche,Minicompact,3.0,6,M,7,Premium gasoline,12.8,9.4,11.3,264
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,13.0,10.2,11.8,275
2021,Porsche,Minicompact,3.0,6,M,7,Premium gasoline,13.8,9.3,11.8,275
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,12.9,10.2,11.7,273
2021,Porsche,Minicompact,3.0,6,M,7,Premium gasoline,13.8,9.4,11.8,275
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,12.8,10.2,11.7,273
2021,Porsche,Minicompact,3.0,6,M,7,Premium gasoline,13.8,9.8,12.0,281
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,13.1,9.8,11.6,275
2021,Porsche,Minicompact,3.0,6,AM,8,Premium gasoline,13.1,10.2,11.8,274
2021,Porsche,Minicompact,3.0,6,M,7,Premium gasoline,13.7,9.8,11.9,278
2021,Porsche,Minicompact,3.7,6,AM,8,Premium gasoline,15.2,11.9,13.7,321
2021,Porsche,Minicompact,3.7,6,AM,8,Premium gasoline,15.6,11.8,13.9,324
2021,Porsche,Minicompact,3.7,6,AM,8,Premium gasoline,15.3,11.8,13.7,321
2021,Porsche,Minicompact,3.7,6,AM,8,Premium gasoline,16.0,11.8,14.1,328
2021,Porsche,Sport utility vehicle,3.0,6,AS,8,Premium gasoline,12.5,10.3,11.5,269
2021,Porsche,Sport utility vehicle,3.0,6,AS,8,Premium gasoline,12.7,10.3,11.6,271
2021,Porsche,Sport utility vehicle,2.9,6,AS,8,Premium gasoline,13.1,10.5,11.9,278
2021,Porsche,Sport utility vehicle,2.9,6,AS,8,Premium gasoline,13.4,10.9,12.3,286
2021,Porsche,Sport utility vehicle,4.0,8,AS,8,Premium gasoline,15.8,12.3,14.2,331
2021,Porsche,Sport utility vehicle,4.0,8,AS,8,Premium gasoline,15.2,12.4,14.0,326
2021,Porsche,Sport utility vehicle,4.0,8,AS,8,Premium gasoline,15.6,12.4,14.1,329
2021,Porsche,Sport utility vehicle,4.0,8,AS,8,Premium gasoline,15.8,12.2,14.2,332
2021,Porsche,Sport utility vehicle,2.0,4,AM,7,Premium gasoline,12.2,10.2,11.3,264
2021,Porsche,Sport utility vehicle,2.9,6,AM,7,Premium gasoline,13.1,9.6,11.5,274
2021,Porsche,Sport utility vehicle,2.9,6,AM,7,Premium gasoline,13.5,10.5,12.2,285
2021,Porsche,Sport utility vehicle,2.9,6,AM,7,Premium gasoline,13.5,11.2,12.5,293
2021,Porsche,Full-size,2.9,6,AM,8,Premium gasoline,13.1,9.8,11.6,274
2021,Porsche,Full-size,2.9,6,AM,8,Premium gasoline,12.8,9.8,11.5,274
2021,Porsche,Full-size,2.9,6,AM,8,Premium gasoline,13.8,10.2,12.2,289
2021,Porsche,Full-size,2.9,6,AM,8,Premium gasoline,12.8,10.2,11.7,274
2021,Porsche,Full-size,2.9,6,AM,8,Premium gasoline,12.8,9.8,11.4,276
2021,Porsche,Full-size,2.9,6,AM,8,Premium gasoline,13.8,10.2,12.2,292
2021,Porsche,Full-size,2.9,6,AM,8,Premium gasoline,13.8,10.2,12.2,292
2021,Porsche,Full-size,4.0,8,AM,8,Premium gasoline,15.7,11.2,13.7,323
2021,Porsche,Full-size,4.0,8,AM,8,Premium gasoline,15.7,11.8,13.9,323
2021,Porsche,Full-size,4.0,8,AM,8,Premium gasoline,15.3,11.2,13.5,326
2021,Porsche,Full-size,4.0,8,AM,8,Premium gasoline,15.3,11.2,13.5,326
2021,Porsche,Full-size,4.0,8,AM,8,Premium gasoline,15.3,11.2,13.5,326
2021,Ram,Pickup truck,3.0,6,A,8,Diesel,10.5,7.3,9.0,243
2021,Ram,Pickup truck,3.0,6,A,8,Diesel,10.4,7.1,8.9,238
2021,Ram,Pickup truck,3.6,6,A,8,Regular gasoline,11.9,9.4,10.8,253
2021,Ram,Pickup truck,3.6,6,A,8,Regular gasoline,11.6,9.0,10.4,245
2021,Ram,Pickup truck,5.7,8,A,8,Regular gasoline,16.2,10.5,13.6,320
2021,Ram,Pickup truck,5.7,8,A,8,Regular gasoline,14.1,10.3,12.4,290
2021,Ram,Pickup truck,3.0,6,A,8,Diesel,11.1,8.0,9.7,260
2021,Ram,Pickup truck,3.6,6,A,8,Regular gasoline,12.1,9.7,11.0,259
2021,Ram,Pickup truck,5.7,8,A,8,Regular gasoline,16.1,11.0,13.8,325
2021,Ram,Pickup truck,5.7,8,A,8,Regular gasoline,14.0,10.7,12.5,294
2021,Ram,Pickup truck,6.2,8,A,8,Premium gasoline,22.4,16.5,19.8,465
2021,Ram,Pickup truck,3.6,6,A,8,Regular gasoline,13.9,9.6,11.9,280
2021,Ram,Pickup truck,5.7,8,A,8,Regular gasoline,15.7,11.0,13.6,319
2021,Ram,Pickup truck,3.6,6,A,8,Regular gasoline,14.5,10.2,12.6,294
2021,Ram,Pickup truck,5.7,8,A,8,Regular gasoline,16.2,11.6,14.1,330
2021,Ram,Special purpose vehicle,2.4,4,A,9,Regular gasoline,11.2,8.3,9.9,232
2021,Rolls-Royce,Station wagon,6.7,12,AS,8,Premium gasoline,20.1,12.1,16.5,386
2021,Rolls-Royce,Station wagon,6.7,12,AS,8,Premium gasoline,20.1,12.1,16.5,386
2021,Rolls-Royce,Compact,6.6,12,AS,8,Premium gasoline,20.7,13.4,17.4,408
2021,Rolls-Royce,Compact,6.6,12,AS,8,Premium gasoline,20.7,13.4,17.4,408
2021,Rolls-Royce,Full-size,6.7,12,AS,8,Premium gasoline,19.9,12.7,16.7,387
2021,Rolls-Royce,Full-size,6.7,12,AS,8,Premium gasoline,19.9,12.7,16.7,387
2021,Rolls-Royce,Full-size,6.7,12,AS,8,Premium gasoline,20.0,11.8,16.3,382
2021,Rolls-Royce,Full-size,6.7,12,AS,8,Premium gasoline,20.0,11.8,16.3,382
2021,Rolls-Royce,Mid-size,6.6,12,AS,8,Premium gasoline,19.6,12.8,16.5,387
2021,Rolls-Royce,Mid-size,6.6,12,AS,8,Premium gasoline,19.6,12.8,16.5,387
2021,Subaru,Sport utility vehicle,2.4,4,AV,8,Regular gasoline,11.6,9.0,10.4,244
2021,Subaru,Sport utility vehicle,2.0,4,AV,8,Regular gasoline,8.5,7.0,7.9,185
2021,Subaru,Sport utility vehicle,2.0,4,M,6,Regular gasoline,10.5,8.1,9.4,220
2021,Subaru,Sport utility vehicle,2.5,4,AV,8,Regular gasoline,8.8,7.0,8.0,188
2021,Subaru,Sport utility vehicle,2.5,4,AV,7,Regular gasoline,9.0,7.2,8.2,192
2021,Subaru,Mid-size,2.0,4,AV,7,Regular gasoline,8.3,6.4,7.5,174
2021,Subaru,Mid-size,2.0,4,M,5,Regular gasoline,10.1,7.6,9.0,210
2021,Subaru,Station wagon,2.0,4,AV,7,Regular gasoline,8.4,6.6,7.6,178
2021,Subaru,Station wagon,2.0,4,M,5,Regular gasoline,10.1,7.7,9.0,211
2021,Subaru,Full-size,2.4,4,AV,8,Regular gasoline,9.9,7.3,8.7,205
2021,Subaru,Full-size,2.5,4,AV,8,Regular gasoline,8.9,6.7,7.9,184
2021,Subaru,Sport utility vehicle,2.4,4,AV,8,Regular gasoline,10.1,7.9,9.1,213
2021,Subaru,Sport utility vehicle,2.5,4,AV,8,Regular gasoline,9.0,7.1,8.2,192
2021,Subaru,Compact,2.0,4,AV,8,Premium gasoline,12.9,9.7,11.5,269
2021,Subaru,Compact,2.0,4,M,6,Premium gasoline,11.7,8.7,10.4,243
2021,Subaru,Compact,2.5,4,M,6,Premium gasoline,14.4,10.8,12.8,301
2021,Toyota,Sport utility vehicle,4.0,6,AS,5,Regular gasoline,14.8,12.5,13.8,321
